,name,salary_from,salary_to,salary_currency,area_name,published_at
787,Сервисный инженер,235000.0,280000.0,KZT,Астана,2022-12-26T08:01:06+0300
788,Web-дизайнер,100000.0,,RUR,Екатеринбург,2022-12-26T08:19:57+0300
789,Механик,133250.0,133250.0,RUR,Омск,2022-12-26T08:58:38+0300
790,Координатор проектов,40000.0,45000.0,RUR,Краснодар,2022-12-26T08:55:22+0300
791,Старший менеджер проектов,,95000.0,RUR,Москва,2022-12-26T08:56:58+0300
792,Редактор,,,,Омск,2022-12-26T08:32:38+0300
793,Бизнес аналитик на проект внедрения логистической информационной системы,470000.0,,KZT,Алматы,2022-12-26T08:08:59+0300
794,Qa инженер,,,,Москва,2022-12-26T08:48:08+0300
795,Помощник системного администратора,,,,Ташкент,2022-12-26T08:25:25+0300
796,Специалист технической поддержки,35000.0,55000.0,RUR,Томск,2022-12-26T08:32:38+0300
797,Python developer,40000.0,120000.0,RUR,Барнаул,2022-12-26T08:06:05+0300
798,Специалист по работе с базами данных (SQL),55000.0,,RUR,Москва,2022-12-26T08:18:15+0300
799,Веб-дизайнер,50000.0,,RUR,Хабаровск,2022-12-26T08:26:49+0300
800,Главный механик (спецтехника)/слесарь,,,,Бишкек,2022-12-26T08:41:24+0300
801,"Продакт-менеджер (Екатеринбург, Санкт-Петербург, Москва)",150000.0,,RUR,Екатеринбург,2022-12-26T08:19:19+0300
802,Специалист технической поддержки,35000.0,55000.0,RUR,Москва,2022-12-26T08:06:49+0300
803,"Прикладной программист (парсинг сайтов, коррекция данных)",50000.0,60000.0,RUR,Екатеринбург,2022-12-26T08:23:50+0300
804,Механик,110000.0,,RUR,Хабаровск,2022-12-26T08:33:09+0300
805,Оператор базы данных,35000.0,35000.0,RUR,Ростов-на-Дону,2022-12-26T08:43:49+0300
806,Веб-мастер/Frontend-разработчик,40000.0,80000.0,RUR,Екатеринбург,2022-12-26T08:08:37+0300
807,Инженер-Системный администратор,,,,Ташкент,2022-12-26T08:37:12+0300
808,Графический дизайнер,40000.0,50000.0,RUR,Омск,2022-12-26T08:31:09+0300
809,Разработчик 1С/Программист 1С/Стажер 1С,80000.0,120000.0,RUR,Нижний Новгород,2022-12-26T08:43:04+0300
810,Механик колонны,140000.0,140000.0,RUR,Уфа,2022-12-26T08:13:42+0300
811,Главный механик,,,,Белорецк,2022-12-26T08:40:00+0300
812,Junior C# developer,105000.0,,RUR,Новосибирск,2022-12-26T08:52:39+0300
813,Системный администратор,45000.0,,RUR,Челябинск,2022-12-26T08:38:42+0300
814,Оператор станков с ЧПУ,75000.0,,RUR,Екатеринбург,2022-12-26T08:02:28+0300
815,Data scientist,,,,Алматы,2022-12-26T08:43:33+0300
816,Журналист,,,,Омск,2022-12-26T08:35:04+0300
817,Начальник транспортного цеха,,,,Тула,2022-12-26T08:23:18+0300
818,Программист 1С,150000.0,,RUR,Нижний Новгород,2022-12-26T08:28:41+0300
819,Менеджер проектов (Корпоративный проектный офис),,,,Москва,2022-12-26T08:52:07+0300
820,Авиатехник по ГСМ в вертолетный центр,60000.0,60000.0,RUR,Москва,2022-12-26T08:37:07+0300
821,Начинающий специалист иб,30000.0,39000.0,RUR,Казань,2022-12-26T08:45:53+0300
822,Журналист,35000.0,,RUR,Красноярск,2022-12-26T08:10:33+0300
823,Middle Front-end developer,,,,Минск,2022-12-26T08:40:04+0300
824,Начальник транспортного цеха,,,,Венев,2022-12-26T08:23:18+0300
825,Backend Java developer (middle/senior),,,,Пермь,2022-12-26T08:17:55+0300
826,Руководитель проекта,100000.0,,RUR,Иваново (Ивановская область),2022-12-26T08:35:22+0300
827,Программист 1C/1С ERP,1500000.0,,KZT,Алматы,2022-12-26T08:36:15+0300
828,"Оператор\Наладчик станков и манипуляторов с ПУ (фрезерная, токарная группы)",3000.0,,BYR,Минск,2022-12-26T08:12:35+0300
829,Старший механик по ремонту оборудования,,,,Балаково,2022-12-26T08:44:23+0300
830,Помощник бизнес-аналитика,46000.0,52000.0,RUR,Самара,2022-12-26T08:04:37+0300
831,Корректор в офис,29500.0,,RUR,Тверь,2022-12-26T08:51:17+0300
832,1С Программист,1000000.0,,KZT,Алматы,2022-12-26T08:07:45+0300
833,Системный администратор,,,,Абакан,2022-12-26T08:34:55+0300
834,Механик,45000.0,50000.0,RUR,Челябинск,2022-12-26T08:00:34+0300
835,Системный администратор,,,,Красноярск,2022-12-26T08:34:55+0300
836,Главный механик,50000.0,70000.0,RUR,Астрахань,2022-12-26T08:03:16+0300
837,Специалист технической поддержки,35000.0,55000.0,RUR,Барнаул,2022-12-26T08:06:49+0300
838,Механик по транспорту АТ и ДСТ (Дудинка),130000.0,140000.0,RUR,Красноярск,2022-12-26T08:25:22+0300
839,GR-специалист в сфере информационной безопасности,,,,Москва,2022-12-26T08:14:39+0300
840,Оператор/наладчик станков с ЧПУ,90000.0,,RUR,Екатеринбург,2022-12-26T08:16:01+0300
841,Системный администратор,300000.0,400000.0,KZT,Алматы,2022-12-26T08:50:27+0300
842,"Куратор обучения ""Дизайн и декорирование интерьера""",,30000.0,RUR,Москва,2022-12-26T08:41:10+0300
843,Инженер по ремонту/ Сервисный инженер,100000.0,,RUR,Москва,2022-12-26T08:45:17+0300
844,Руководитель продуктового офиса,,,,Санкт-Петербург,2022-12-26T08:27:32+0300
845,Инженер по обслуживанию медицинской техники,200000.0,500000.0,KZT,Шымкент,2022-12-26T08:02:37+0300
846,Системный администратор,60000.0,60000.0,RUR,Воронеж,2022-12-26T08:57:16+0300
847,Аналитик,150000.0,200000.0,RUR,Москва,2022-12-26T08:40:14+0300
848,Графический дизайнер,250000.0,,KZT,Алматы,2022-12-26T08:13:48+0300
849,Ученик оператора станков с ЧПУ,,65000.0,RUR,Омск,2022-12-26T08:26:01+0300
850,Системный администратор,60000.0,,RUR,Санкт-Петербург,2022-12-26T08:13:02+0300
851,Оператор станка с ЧПУ,40000.0,50000.0,RUR,Йошкар-Ола,2022-12-26T08:34:26+0300
852,Специалист технической поддержки,35000.0,55000.0,RUR,Казань,2022-12-26T08:06:49+0300
853,Гибщик металла,57000.0,57000.0,RUR,Нижний Новгород,2022-12-26T08:43:02+0300
854,Сборщик электронных систем,35000.0,,RUR,Вологда,2022-12-26T08:32:39+0300
855,Специалист диспетчерского центра в ИТ,,30000.0,RUR,Краснодар,2022-12-26T08:45:46+0300
856,Специалист по телекоммуникациям,,,,Хабаровск,2022-12-26T08:55:13+0300
857,Технолог- Оператор станка лазерной резки с ЧПУ,90000.0,115000.0,RUR,Санкт-Петербург,2022-12-26T08:47:18+0300
858,Оператор станков с ЧПУ,80000.0,90000.0,RUR,Благовещенск (Республика Башкортостан),2022-12-26T08:44:06+0300
859,Начальник участка технического обслуживания,,,,Златоуст,2022-12-26T08:44:57+0300
860,Системный администратор,,,,Москва,2022-12-26T08:45:40+0300
861,Монтажник РЭАиП,60000.0,,RUR,Челябинск,2022-12-26T08:10:41+0300
862,Начальник Отдела методологии управления проектами,180000.0,,RUR,Тверь,2022-12-26T08:16:06+0300
863,Главный специалист отдела регионального ИТ-сервиса,52800.0,116000.0,RUR,Иркутск,2022-12-26T08:46:16+0300
864,Токарь 5 разряда,150000.0,150000.0,RUR,Москва,2022-12-26T08:23:01+0300
865,Главный специалист отдела ИТ,130000.0,,RUR,Санкт-Петербург,2022-12-26T08:42:05+0300
866,Senior C# developer,,,,Москва,2022-12-26T08:43:49+0300
867,Монтажник радиоэлектронной аппаратуры и приборов,30000.0,33000.0,RUR,Смоленск,2022-12-26T08:24:59+0300
868,Графический дизайнер,100000.0,125000.0,KZT,Павлодар,2022-12-26T08:08:04+0300
869,Менеджер проектов,63000.0,80500.0,RUR,Самара,2022-12-26T08:43:37+0300
870,Middle Data Analyst,,,,Москва,2022-12-26T08:25:17+0300
871,Мастер сервисного обслуживания,50000.0,100000.0,RUR,Красноярск,2022-12-26T08:02:05+0300
872,Наладчик станков с ЧПУ (фрезерная и токарная группа),77000.0,,RUR,Липецк,2022-12-26T08:43:42+0300
873,Аналитик,60000.0,70000.0,RUR,Саратов,2022-12-26T08:55:54+0300
874,Программист,28000.0,,RUR,Усть-Ордынский,2022-12-26T08:23:50+0300
875,Программист-разработчик WEB систем,150000.0,,RUR,Москва,2022-12-26T08:43:24+0300
876,Инженер по холодильному оборудованию и кондиционированию,500000.0,500000.0,KZT,Астана,2022-12-26T08:27:46+0300
877,"Эксперт (SQL, Python) в отдел разработки систем принятия кредитного решения",,,,Москва,2022-12-26T08:55:08+0300
878,Механик дробильно-сортировочного комплекса,,,,Учалы,2022-12-26T08:47:44+0300
879,Механик дробильно-сортировочного комплекса,,,,Сибай,2022-12-26T08:47:12+0300
880,Инженер - программист (космические системы),85000.0,135000.0,RUR,Москва,2022-12-26T08:39:56+0300
881,Программист баз данных,,,,Москва,2022-12-26T08:43:25+0300
882,Фрезеровщик,2400.0,,BYR,Минск,2022-12-26T08:46:55+0300
883,Оператор станков с программным управлением 3 разряда,48000.0,,RUR,Санкт-Петербург,2022-12-26T08:27:44+0300
884,Project Manager (PMO),,,,Алматы,2022-12-26T08:53:40+0300
885,Старший системный инженер,,,,Хабаровск,2022-12-26T08:28:18+0300
886,"Оператор-наладчик, график работы 2/2",50000.0,,RUR,Красное Село,2022-12-26T08:27:16+0300
